day,Ptime,starttime,endtime,kokyaku,kokyaku_total,WD,core
43883,0.007708333,43883.02084,43883.02855,0,13819716,7,6.3
43883,0.00775463,43883.02084,43883.02862,0,6678291,7,7.3
43885,0.00787037,43885.02084,43885.02876,0,13819716,2,6.3
43885,0.007847222,43885.02084,43885.02874,0,6678291,2,7.3
43886,0.007569444,43886.02084,43886.02846,0,13819716,3,6.3
43886,0.007592593,43886.02084,43886.02848,0,6678291,3,7.3
43887,0.007777778,43887.02084,43887.02866,0,6678291,4,7.3
43887,0.007708333,43887.02084,43887.02862,0,13819716,4,6.3
43888,0.007789352,43888.02084,43888.02867,0,13819716,5,6.3
43888,0.007766204,43888.02084,43888.02865,0,6678291,5,7.3
43889,0.007638889,43889.02084,43889.02851,0,13819716,6,6.3
43889,0.007685185,43889.02084,43889.02856,0,6678291,6,7.3
43890,0.007858796,43890.02084,43890.02874,0,6678291,7,7.3
43890,0.007881944,43890.02084,43890.02876,0,13819716,7,6.3
43891,0.007986111,43891.02084,43891.02883,0,6678291,1,7.3
43891,0.007916667,43891.02084,43891.02883,0,13819716,1,6.3
43892,0.007673611,43892.02084,43892.02855,0,13819716,2,6.3
43892,0.007673611,43892.02084,43892.02855,0,6678291,2,7.3
43893,0.007650463,43893.02084,43893.02853,0,13819716,3,6.3
43893,0.007673611,43893.02084,43893.02855,0,6678291,3,7.3
43894,0.0078125,43894.02084,43894.0287,0,6678291,4,7.3
43894,0.007800926,43894.02084,43894.02869,0,13819716,4,6.3
43895,0.007268519,43895.02084,43895.02816,0,6678291,5,7.3
43895,0.007673611,43895.02084,43895.02855,0,13819716,5,6.3
43896,0.007893519,43896.02084,43896.02877,0,6678291,6,7.3
43896,0.007881944,43896.02084,43896.02876,0,13819716,6,6.3
43897,0.007708333,43897.02084,43897.02859,0,13819716,7,6.3
43897,0.007731481,43897.02084,43897.02861,0,6678291,7,7.3
43898,0.007928241,43898.02084,43898.02883,0,13819716,1,6.3
43898,0.007986111,43898.02084,43898.02884,0,6678291,1,7.3
43899,0.007835648,43899.02084,43899.02868,0,6678291,2,7.3
43899,0.007766204,43899.02084,43899.02868,0,13819716,2,6.3
43900,0.0078125,43900.02084,43900.02869,0,6678291,3,7.3
43900,0.007731481,43900.02084,43900.0286,0,13819716,3,6.3
43901,0.007685185,43901.02084,43901.02856,0,13819716,4,6.3
43901,0.007743056,43901.02084,43901.02861,0,6678291,4,7.3
43902,0.007766204,43902.02084,43902.02865,0,6678291,5,7.3
43902,0.0078125,43902.02084,43902.02869,0,13819716,5,6.3
43903,0.007893519,43903.02084,43903.02876,0,6678291,6,7.3
43903,0.00787037,43903.02084,43903.02876,0,13819716,6,6.3
43904,0.007893519,43904.02084,43904.02878,0,6678291,7,7.3
43904,0.007893519,43904.02084,43904.02876,0,13819716,7,6.3
43905,0.00806713,43905.02084,43905.02894,0,13819716,1,6.3
43905,0.008090278,43905.02084,43905.02898,0,6678291,1,7.3
43906,0.007638889,43906.02084,43906.02852,0,13819716,2,6.3
43906,0.00724537,43906.02084,43906.02811,0,6678291,2,7.3
43907,0.00787037,43907.02084,43907.02875,0,6678291,3,7.3
43907,0.007858796,43907.02084,43907.02876,0,13819716,3,6.3
43908,0.007800926,43908.02084,43908.02869,0,6678291,4,7.3
43908,0.007835648,43908.02084,43908.02872,0,13819716,4,6.3
43909,0.007824074,43909.02084,43909.0287,0,6678291,5,7.3
43909,0.00787037,43909.02084,43909.02875,0,13819716,5,6.3
43910,0.007928241,43910.02083,43910.02881,0,6678291,6,7.3
43910,0.007905093,43910.02083,43910.02874,0,13819716,6,6.3
43911,0.007847222,43911.02083,43911.02872,0,6678291,7,7.3
43911,0.007835648,43911.02083,43911.02869,0,13819716,7,6.3
43913,0.007743056,43913.02084,43913.02862,0,13819716,2,6.3
43913,0.007708333,43913.02084,43913.02862,0,6678291,2,7.3
43914,0.007638889,43914.02086,43914.02853,0,13819716,3,6.3
43914,0.007627315,43914.02086,43914.02853,0,6678291,3,7.3
43915,0.007824074,43915.02084,43915.02867,0,6678291,4,7.3
43915,0.007777778,43915.02084,43915.02869,0,13819716,4,6.3
43916,0.007650463,43916.02084,43916.02852,0,13819716,5,6.3
43916,0.007638889,43916.02084,43916.02852,0,6678291,5,7.3
43917,0.007847222,43917.02084,43917.02875,0,13819716,6,6.3
43917,0.007858796,43917.02084,43917.02872,0,6678291,6,7.3
43918,0.0078125,43918.02084,43918.02869,0,13819716,7,6.3
43918,0.007824074,43918.02084,43918.0287,0,6678291,7,7.3
43919,0.007916667,43919.02084,43919.02878,0,13819716,1,6.3
43919,0.007928241,43919.02084,43919.02881,0,6678291,1,7.3
43920,0.007800926,43920.02084,43920.02868,0,13819716,2,6.3
43920,0.007847222,43920.02084,43920.02873,0,6678291,2,7.3
43921,0.007696759,43921.02084,43921.02858,0,13819716,3,6.3
43921,0.007743056,43921.02084,43921.02862,0,6678291,3,7.3
43922,0.007777778,43922.02084,43922.02865,0,13819716,4,6.3
43922,0.00775463,43922.02084,43922.02865,0,6678291,4,7.3
43923,0.007858796,43923.02084,43923.02873,0,13819716,5,6.3
43923,0.007905093,43923.02084,43923.02877,0,6678291,5,7.3
43924,0.00775463,43924.02084,43924.02867,0,6678291,6,7.3
43924,0.007743056,43924.02084,43924.02865,0,13819716,6,6.3
43925,0.0078125,43925.02084,43925.0287,0,13819716,7,6.3
43925,0.0078125,43925.02084,43925.0287,0,6678291,7,7.3
43927,0.00787037,43927.02084,43927.02877,0,6678291,2,7.3
43927,0.007893519,43927.02084,43927.02877,0,13819716,2,6.3
43928,0.007743056,43928.02084,43928.02863,0,6678291,3,7.3
43928,0.00775463,43928.02084,43928.02862,0,13819716,3,6.3
43929,0.007893519,43929.02084,43929.02876,0,13819716,4,6.3
43929,0.007916667,43929.02084,43929.02878,0,6678291,4,7.3
43930,0.007766204,43930.02084,43930.02867,0,6678291,5,7.3
43930,0.007789352,43930.02084,43930.02865,0,13819716,5,6.3
43931,0.007916667,43931.02084,43931.02878,0,13819716,6,6.3
43931,0.007881944,43931.02084,43931.02877,0,6678291,6,7.3
43932,0.00787037,43932.02084,43932.02876,0,6678291,7,7.3
43932,0.007893519,43932.02084,43932.02876,0,13819716,7,6.3
43933,0.007777778,43933.02084,43933.02868,0,6678291,1,7.3
43933,0.007800926,43933.02084,43933.02868,0,13819716,1,6.3
43934,0.007916667,43934.02084,43934.02877,0,13819716,2,6.3
43934,0.007905093,43934.02084,43934.0288,0,6678291,2,7.3
43935,0.007962963,43935.02084,43935.02883,0,13819716,3,6.3
43935,0.007939815,43935.02084,43935.02881,0,6678291,3,7.3
43936,0.007696759,43936.02084,43936.02856,0,13819716,4,6.3
43936,0.007789352,43936.02084,43936.02867,0,6678291,4,7.3
43937,0.007685185,43937.02084,43937.02854,0,13819716,5,6.3
43937,0.00775463,43937.02084,43937.02863,0,6678291,5,7.3
43938,0.007824074,43938.02083,43938.02869,0,13819716,6,6.3
43938,0.007800926,43938.02083,43938.02869,0,6678291,6,7.3
43939,0.007789352,43939.02084,43939.02868,0,13819716,7,6.3
43939,0.0078125,43939.02084,43939.02867,0,6678291,7,7.3
43941,0.00787037,43941.02084,43941.02876,0,6678291,2,7.3
43941,0.008125,43941.02084,43941.02897,0,13819716,2,6.3
43942,0.007847222,43942.02084,43942.02875,0,13819716,3,6.3
43942,0.007893519,43942.02084,43942.02875,0,6678291,3,7.3
43943,0.007743056,43943.02084,43943.02862,0,6678291,4,7.3
43943,0.00755787,43943.02084,43943.02843,0,13819716,4,6.3
43944,0.007939815,43944.02084,43944.02882,0,6678291,5,7.3
43944,0.007939815,43944.02084,43944.02882,0,13819716,5,6.3
43945,0.007731481,43945.02086,43945.02863,0,13819716,6,6.3
43945,0.00775463,43945.02086,43945.02863,0,6678291,6,7.3
43946,0.0078125,43946.02084,43946.02872,0,6678291,7,7.3
43946,0.007835648,43946.02084,43946.02872,0,13819716,7,6.3
43948,0.007708333,43948.02083,43948.02859,0,13819716,2,6.3
43948,0.007766204,43948.02083,43948.02862,0,6678291,2,7.3
43949,0.0078125,43949.02084,43949.02869,0,13819716,3,6.3
43949,0.007881944,43949.02084,43949.02876,0,6678291,3,7.3
43950,0.00806713,43950.02083,43950.02892,0,13819716,4,6.3
43950,0.008043981,43950.02083,43950.02892,0,6678291,4,7.3
43951,0.00787037,43951.02084,43951.02875,0,6678291,5,7.3
43951,0.00787037,43951.02084,43951.02877,0,13819716,5,6.3
43952,0.007685185,43952.02084,43952.02854,0,6678291,6,7.3
43952,0.007662037,43952.02084,43952.02856,0,13819716,6,6.3
43953,0.007835648,43953.02084,43953.02873,0,13819716,7,6.3
43953,0.007858796,43953.02084,43953.02873,0,6678291,7,7.3
43954,0.007685185,43954.02084,43954.02855,0,6678291,1,7.3
43954,0.007743056,43954.02084,43954.02861,0,13819716,1,6.3
43955,0.007962963,43955.02084,43955.02884,0,6678291,2,7.3
43955,0.007962963,43955.02084,43955.02884,0,13819716,2,6.3
43956,0.007916667,43956.02084,43956.0288,0,13819716,3,6.3
43956,0.007928241,43956.02084,43956.0288,0,6678291,3,7.3
43957,0.007939815,43957.02084,43957.02882,0,13819716,4,6.3
43957,0.007974537,43957.02084,43957.02887,0,6678291,4,7.3
43958,0.0078125,43958.02084,43958.02869,0,6678291,5,7.3
43958,0.007789352,43958.02084,43958.02867,0,13819716,5,6.3
43959,0.0078125,43959.02084,43959.02869,0,13819716,6,6.3
43959,0.007835648,43959.02084,43959.02872,0,6678291,6,7.3
43960,0.007905093,43960.02086,43960.02881,0,6678291,7,7.3
43960,0.007916667,43960.02086,43960.0288,0,13819716,7,6.3
43961,0.007905093,43961.02084,43961.02877,0,6678291,1,7.3
43961,0.00787037,43961.02084,43961.02875,0,13819716,1,6.3
43962,0.007881944,43962.02084,43962.02876,0,13819716,2,6.3
43962,0.007893519,43962.02084,43962.02876,0,6678291,2,7.3
43963,0.00787037,43963.02084,43963.02874,0,13819716,3,6.3
43963,0.007847222,43963.02084,43963.02872,0,6678291,3,7.3
43964,0.007789352,43964.02084,43964.02868,0,13819716,4,6.3
43964,0.007789352,43964.02084,43964.02866,0,6678291,4,7.3
43965,0.007893519,43965.02084,43965.02877,0,13819716,5,6.3
43965,0.007893519,43965.02084,43965.02877,0,6678291,5,7.3
43966,0.007777778,43966.02084,43966.02865,0,6678291,6,7.3
43966,0.007743056,43966.02084,43966.02863,0,13819716,6,6.3
43967,0.007731481,43967.02084,43967.02862,0,6678291,7,7.3
43967,0.00775463,43967.02084,43967.02862,0,13819716,7,6.3
43968,0.007789352,43968.02084,43968.02866,0,6678291,1,7.3
43968,0.007800926,43968.02084,43968.02867,0,13819716,1,6.3
43969,0.007893519,43969.02084,43969.02876,0,13819716,2,6.3
43969,0.00787037,43969.02084,43969.02876,0,6678291,2,7.3
43970,0.007881944,43970.02084,43970.02877,0,6678291,3,7.3
43970,0.007881944,43970.02084,43970.02875,0,13819716,3,6.3
43971,0.008020833,43971.02084,43971.02892,0,6678291,4,7.3
43971,0.008043981,43971.02084,43971.0289,0,13819716,4,6.3
43972,0.0078125,43972.02084,43972.02869,0,6678291,5,7.3
43972,0.007881944,43972.02084,43972.02875,0,13819716,5,6.3
43973,0.007731481,43973.02083,43973.02859,0,6678291,6,7.3
43973,0.007719907,43973.02083,43973.02861,0,13819716,6,6.3
43974,0.007835648,43974.02084,43974.02872,0,13819716,7,6.3
43974,0.007847222,43974.02084,43974.02873,0,6678291,7,7.3
43976,0.0078125,43976.02084,43976.0287,0,6678291,2,7.3
43976,0.0078125,43976.02084,43976.0287,0,13819716,2,6.3
43977,0.007905093,43977.02084,43977.02876,0,13819716,3,6.3
43977,0.007881944,43977.02084,43977.02876,0,6678291,3,7.3
43978,0.007719907,43978.02084,43978.02862,0,13819716,4,6.3
43978,0.007743056,43978.02084,43978.02862,0,6678291,4,7.3
43979,0.007523148,43979.02084,43979.02839,0,6678291,5,7.3
43979,0.007604167,43979.02084,43979.02847,0,13819716,5,6.3
43980,0.007777778,43980.02084,43980.02865,0,13819716,6,6.3
43980,0.00775463,43980.02084,43980.02865,0,6678291,6,7.3
43981,0.007928241,43981.02084,43981.0288,0,6678291,7,7.3
43981,0.007905093,43981.02084,43981.0288,0,13819716,7,6.3
43982,0.007581019,43982.02084,43982.02846,0,6678291,1,7.3
43982,0.007847222,43982.02084,43982.02873,0,13819716,1,6.3
43983,0.007881944,43983.02084,43983.02875,0,6678291,2,7.3
43983,0.007858796,43983.02084,43983.02875,0,13819716,2,6.3
43984,0.00775463,43984.02084,43984.02862,0,6678291,3,7.3
43984,0.007731481,43984.02084,43984.02862,0,13819716,3,6.3
43985,0.007731481,43985.02084,43985.0286,0,6678291,4,7.3
43985,0.007719907,43985.02084,43985.0286,0,13819716,4,6.3
43986,0.00787037,43986.02084,43986.02874,0,13819716,5,6.3
43986,0.007858796,43986.02084,43986.02876,0,6678291,5,7.3
43987,0.007789352,43987.02084,43987.02869,0,6678291,6,7.3
43987,0.007835648,43987.02084,43987.02869,0,13819716,6,6.3
43988,0.007847222,43988.02086,43988.02873,0,13819716,7,6.3
43988,0.0078125,43988.02086,43988.02873,0,6678291,7,7.3
43990,0.008113426,43990.02084,43990.02898,0,13819716,2,6.3
43990,0.007951389,43990.02084,43990.02882,0,6678291,2,7.3
43991,0.007777778,43991.02084,43991.02863,0,6678291,3,7.3
43991,0.007685185,43991.02084,43991.02856,0,13819716,3,6.3
43992,0.007766204,43992.02084,43992.02862,0,13819716,4,6.3
43992,0.007743056,43992.02084,43992.02865,0,6678291,4,7.3
43993,0.007766204,43993.02084,43993.02863,0,6678291,5,7.3
43993,0.007731481,43993.02084,43993.02863,0,13819716,5,6.3
43994,0.007685185,43994.02084,43994.02855,0,13819716,6,6.3
43994,0.007592593,43994.02084,43994.02848,0,6678291,6,7.3
43995,0.007905093,43995.02084,43995.02878,0,13819716,7,6.3
43995,0.007916667,43995.02084,43995.0288,0,6678291,7,7.3
43996,0.00775463,43996.02084,43996.02862,0,13819716,1,6.3
43996,0.007303241,43996.02084,43996.02822,0,6678291,1,7.3
43997,0.007766204,43997.02084,43997.02868,0,13819716,2,6.3
43997,0.007800926,43997.02084,43997.02868,0,6678291,2,7.3
43998,0.007928241,43998.02084,43998.0288,0,13819716,3,6.3
43998,0.007905093,43998.02084,43998.0288,0,6678291,3,7.3
43999,0.00775463,43999.02084,43999.02862,0,6678291,4,7.3
43999,0.007731481,43999.02084,43999.02862,0,13819716,4,6.3
44000,0.007615741,44000.02084,44000.02851,0,6678291,5,7.3
44000,0.007696759,44000.02084,44000.02856,0,13819716,5,6.3
44001,0.007800926,44001.02084,44001.02867,0,6678291,6,7.3
44001,0.007777778,44001.02084,44001.02866,0,13819716,6,6.3
44002,0.007800926,44002.02084,44002.02868,0,13819716,7,6.3
44002,0.007800926,44002.02084,44002.02868,0,6678291,7,7.3
44004,0.007824074,44004.02086,44004.02872,0,13819716,2,6.3
44004,0.007824074,44004.02086,44004.02872,0,6678291,2,7.3
44005,0.007615741,44005.02084,44005.02847,0,13819716,3,6.3
44005,0.007696759,44005.02084,44005.0286,0,6678291,3,7.3
44006,0.007766204,44006.02084,44006.02865,0,13819716,4,6.3
44006,0.007777778,44006.02084,44006.02865,0,6678291,4,7.3
44007,0.007766204,44007.02084,44007.02866,0,6678291,5,7.3
44007,0.007777778,44007.02084,44007.02863,0,13819716,5,6.3
44008,0.00775463,44008.02084,44008.02862,0,6678291,6,7.3
44008,0.007731481,44008.02084,44008.02861,0,13819716,6,6.3
44009,0.007696759,44009.02086,44009.02859,0,13819716,7,6.3
44009,0.007696759,44009.02086,44009.02859,0,6678291,7,7.3
44011,0.007824074,44011.02084,44011.02902,0,6678291,2,7.3
44011,0.007939815,44011.02084,44011.02916,0,13819716,2,6.3
44012,0.007800926,44012.02084,44012.02866,0,6678291,3,7.3
44012,0.007777778,44012.02084,44012.02868,0,13819716,3,6.3
44013,0.007592593,44013.02084,44013.02848,0,13819716,4,6.3
44013,0.007650463,44013.02084,44013.02852,0,6678291,4,7.3
44014,0.00775463,44014.02084,44014.02865,0,6678291,5,7.3
44014,0.007731481,44014.02084,44014.02865,0,13819716,5,6.3
44015,0.007662037,44015.02084,44015.02854,0,6678291,6,7.3
44015,0.007638889,44015.02084,44015.0285,0,13819716,6,6.3
44016,0.007905093,44016.02086,44016.0288,0,6678291,7,7.3
44016,0.007905093,44016.02086,44016.0288,0,13819716,7,6.3
44018,0.007916667,44018.02084,44018.02877,0,6678291,2,7.3
44018,0.008101852,44018.02084,44018.02898,0,13819716,2,6.3
44019,0.007708333,44019.02084,44019.02859,0,13819716,3,6.3
44019,0.007824074,44019.02084,44019.02872,0,6678291,3,7.3
44020,0.007847222,44020.02084,44020.02874,0,13819716,4,6.3
44020,0.007881944,44020.02084,44020.02874,0,6678291,4,7.3
44021,0.007824074,44021.02084,44021.02868,0,13819716,5,6.3
44021,0.007800926,44021.02084,44021.0287,0,6678291,5,7.3
44022,0.007800926,44022.02084,44022.02869,0,13819716,6,6.3
44022,0.007743056,44022.02084,44022.0286,0,6678291,6,7.3
44023,0.007835648,44023.02084,44023.02874,0,13819716,7,6.3
44023,0.007847222,44023.02084,44023.02875,0,6678291,7,7.3
44024,0.007824074,44024.02084,44024.02868,0,13819716,1,6.3
44024,0.007777778,44024.02084,44024.02868,0,6678291,1,7.3
44025,0.007731481,44025.02084,44025.02862,0,6678291,2,7.3
44025,0.00775463,44025.02084,44025.02862,0,13819716,2,6.3
44026,0.007777778,44026.02084,44026.02868,0,13819716,3,6.3
44026,0.007777778,44026.02084,44026.02863,0,6678291,3,7.3
44027,0.007743056,44027.02084,44027.02861,0,6678291,4,7.3
44027,0.007719907,44027.02084,44027.02861,0,13819716,4,6.3
44028,0.007858796,44028.02084,44028.02875,0,13819716,5,6.3
44028,0.007881944,44028.02084,44028.02875,0,6678291,5,7.3
44029,0.007881944,44029.02084,44029.02878,0,13819716,6,6.3
44029,0.007905093,44029.02084,44029.02878,0,6678291,6,7.3
44030,0.007766204,44030.02084,44030.02867,0,6678291,7,7.3
44030,0.0078125,44030.02084,44030.02867,0,13819716,7,6.3
44032,0.007974537,44032.02084,44032.02885,0,13819716,2,6.3
44032,0.007893519,44032.02084,44032.02876,0,6678291,2,7.3
44033,0.007893519,44033.02084,44033.02876,0,13819716,3,6.3
44033,0.00787037,44033.02084,44033.02876,0,6678291,3,7.3
44034,0.00775463,44034.02084,44034.02866,0,13819716,4,6.3
44034,0.007777778,44034.02084,44034.02866,0,6678291,4,7.3
44035,0.007893519,44035.02084,44035.02877,0,13819716,5,6.3
44035,0.007847222,44035.02084,44035.02874,0,6678291,5,7.3
44036,0.008009259,44036.02084,44036.02889,0,13819716,6,6.3
44036,0.007986111,44036.02084,44036.02887,0,6678291,6,7.3
44037,0.007673611,44037.02084,44037.02855,0,13819716,7,6.3
44037,0.007731481,44037.02084,44037.02863,0,6678291,7,7.3
44039,0.007997685,44039.02084,44039.02889,0,13819716,2,6.3
44039,0.007824074,44039.02084,44039.02869,0,6678291,2,7.3
44040,0.007731481,44040.02084,44040.02862,0,13819716,3,6.3
44040,0.00775463,44040.02084,44040.02865,0,6678291,3,7.3
44041,0.007777778,44041.02084,44041.02863,0,13819716,4,6.3
44041,0.007766204,44041.02084,44041.02865,0,6678291,4,7.3
44042,0.007743056,44042.02084,44042.02862,0,13819716,5,6.3
44042,0.007719907,44042.02084,44042.02859,0,6678291,5,7.3
44043,0.007789352,44043.02084,44043.02868,0,6678291,6,7.3
44043,0.0078125,44043.02084,44043.02868,0,13819716,6,6.3
44044,0.007743056,44044.02084,44044.02861,0,13819716,7,6.3
44044,0.007696759,44044.02084,44044.02859,0,6678291,7,7.3
44045,0.007939815,44045.02083,44045.02881,0,6678291,1,7.3
44045,0.007916667,44045.02083,44045.02881,0,13819716,1,6.3
44046,0.007789352,44046.02084,44046.02867,0,13819716,2,6.3
44046,0.007789352,44046.02084,44046.02867,0,6678291,2,7.3
44047,0.007824074,44047.02083,44047.02868,0,13819716,3,6.3
44047,0.0078125,44047.02083,44047.02869,0,6678291,3,7.3
44048,0.007847222,44048.02084,44048.0287,0,6678291,4,7.3
44048,0.007800926,44048.02084,44048.0287,0,13819716,4,6.3
44049,0.007824074,44049.02084,44049.02872,0,13819716,5,6.3
44049,0.007858796,44049.02084,44049.02874,0,6678291,5,7.3
44050,0.007847222,44050.02084,44050.02874,0,13819716,6,6.3
44050,0.00787037,44050.02084,44050.02874,0,6678291,6,7.3
44051,0.007731481,44051.02083,44051.02859,0,13819716,7,6.3
44051,0.007731481,44051.02083,44051.02863,0,6678291,7,7.3
44053,0.007847222,44053.02084,44053.02877,0,13819716,2,6.3
44053,0.007881944,44053.02084,44053.02875,0,6678291,2,7.3
44054,0.007708333,44054.02084,44054.02859,0,6678291,3,7.3
44054,0.007708333,44054.02084,44054.02859,0,13819716,3,6.3
44055,0.007847222,44055.02084,44055.02872,0,13819716,4,6.3
44055,0.007824074,44055.02084,44055.02872,0,6678291,4,7.3
44056,0.007824074,44056.02084,44056.02872,0,13819716,5,6.3
44056,0.0078125,44056.02084,44056.02868,0,6678291,5,7.3
44057,0.007777778,44057.02084,44057.02863,0,6678291,6,7.3
44057,0.00775463,44057.02084,44057.02866,0,13819716,6,6.3
44058,0.007673611,44058.02084,44058.02853,0,6678291,7,7.3
44058,0.007627315,44058.02084,44058.02853,0,13819716,7,6.3
44060,0.007905093,44060.02084,44060.02877,0,6678291,2,7.3
44060,0.007928241,44060.02084,44060.02883,0,13819716,2,6.3
44061,0.007650463,44061.02084,44061.02851,0,13819716,3,6.3
44061,0.007719907,44061.02084,44061.0286,0,6678291,3,7.3
44062,0.007743056,44062.02084,44062.02861,0,13819716,4,6.3
44062,0.007708333,44062.02084,44062.0286,0,6678291,4,7.3
44063,0.00724537,44063.02084,44063.02813,0,6678291,5,7.3
44063,0.007638889,44063.02084,44063.02851,0,13819716,5,6.3
44064,0.007789352,44064.02084,44064.02868,0,6678291,6,7.3
44064,0.0078125,44064.02084,44064.02868,0,13819716,6,6.3
44065,0.007800926,44065.02084,44065.02868,0,13819716,7,6.3
44065,0.007962963,44065.02084,44065.02882,0,6678291,7,7.3
44067,0.008078704,44067.02084,44067.02892,0,13819716,2,6.3
44067,0.00787037,44067.02084,44067.02875,0,6678291,2,7.3
44068,0.007731481,44068.02084,44068.02863,0,6678291,3,7.3
44068,0.00775463,44068.02084,44068.02861,0,13819716,3,6.3
44069,0.007893519,44069.02084,44069.02876,0,6678291,4,7.3
44069,0.00787037,44069.02084,44069.02876,0,13819716,4,6.3
44070,0.007743056,44070.02084,44070.02865,0,6678291,5,7.3
44070,0.007766204,44070.02084,44070.02865,0,13819716,5,6.3
44071,0.007858796,44071.02084,44071.02876,0,13819716,6,6.3
44071,0.007893519,44071.02084,44071.02876,0,6678291,6,7.3
44072,0.0078125,44072.02084,44072.02868,0,13819716,7,6.3
44072,0.007824074,44072.02084,44072.02872,0,6678291,7,7.3
44073,0.007905093,44073.02084,44073.02878,0,13819716,1,6.3
44073,0.007928241,44073.02084,44073.02878,0,6678291,1,7.3
44074,0.00787037,44074.02084,44074.02877,0,6678291,2,7.3
44074,0.007905093,44074.02084,44074.02877,0,13819716,2,6.3
44075,0.007696759,44075.02083,44075.02859,0,13819716,3,6.3
44075,0.007696759,44075.02083,44075.02856,0,6678291,3,7.3
44076,0.007708333,44076.02086,44076.02859,0,13819716,4,6.3
44076,0.007685185,44076.02086,44076.02859,0,6678291,4,7.3
44077,0.00775463,44077.02084,44077.02862,0,6678291,5,7.3
44077,0.007731481,44077.02084,44077.02862,0,13819716,5,6.3
44078,0.007847222,44078.02084,44078.02873,0,6678291,6,7.3
44078,0.007824074,44078.02084,44078.0287,0,13819716,6,6.3
44079,0.00787037,44079.02084,44079.02876,0,13819716,7,6.3
44079,0.007881944,44079.02084,44079.02875,0,6678291,7,7.3
44080,0.007881944,44080.02084,44080.02876,0,6678291,1,7.3
44080,0.007858796,44080.02084,44080.02874,0,13819716,1,6.3
44081,0.007731481,44081.02084,44081.02861,0,13819716,2,6.3
44081,0.007743056,44081.02084,44081.02861,0,6678291,2,7.3
44082,0.00775463,44082.02084,44082.02862,0,13819716,3,6.3
44082,0.007696759,44082.02084,44082.02859,0,6678291,3,7.3
44083,0.00775463,44083.02084,44083.02865,0,13819716,4,6.3
44083,0.007824074,44083.02084,44083.02869,0,6678291,4,7.3
44084,0.007835648,44084.02084,44084.02872,0,13819716,5,6.3
44084,0.007835648,44084.02084,44084.02872,0,6678291,5,7.3
44085,0.007789352,44085.02084,44085.02867,0,6678291,6,7.3
44085,0.007800926,44085.02084,44085.02867,0,13819716,6,6.3
44086,0.007905093,44086.02083,44086.02878,0,6678291,7,7.3
44086,0.007928241,44086.02083,44086.02878,0,13819716,7,6.3
44088,0.007916667,44088.02084,44088.02878,0,6678291,2,7.3
44088,0.007893519,44088.02084,44088.02878,0,13819716,2,6.3
44089,0.007743056,44089.02084,44089.02861,0,13819716,3,6.3
44089,0.007719907,44089.02084,44089.02861,0,6678291,3,7.3
44090,0.007824074,44090.02084,44090.02873,0,13819716,4,6.3
44090,0.00775463,44090.02084,44090.0286,0,6678291,4,7.3
44091,0.007835648,44091.02083,44091.0287,0,13819716,5,6.3
44091,0.0078125,44091.02083,44091.0287,0,6678291,5,7.3
44092,0.0078125,44092.02084,44092.02872,0,6678291,6,7.3
44092,0.007858796,44092.02084,44092.02872,0,13819716,6,6.3
44093,0.007824074,44093.02084,44093.02868,0,6678291,7,7.3
44093,0.007800926,44093.02084,44093.0287,0,13819716,7,6.3
44095,0.007974537,44095.02084,44095.02885,0,13819716,2,6.3
44095,0.008229167,44095.02084,44095.02909,0,6678291,2,7.3
44096,0.007800926,44096.02084,44096.02867,0,6678291,3,7.3
44096,0.007789352,44096.02084,44096.02867,0,13819716,3,6.3
44097,0.007743056,44097.02084,44097.02862,0,13819716,4,6.3
44097,0.007731481,44097.02084,44097.0286,0,6678291,4,7.3
44098,0.007951389,44098.02084,44098.02882,0,6678291,5,7.3
44098,0.007928241,44098.02084,44098.02882,0,13819716,5,6.3
44099,0.007777778,44099.02084,44099.02866,0,6678291,6,7.3
44099,0.007800926,44099.02084,44099.02868,0,13819716,6,6.3
44100,0.007789352,44100.02084,44100.02868,0,13819716,7,6.3
44100,0.007800926,44100.02084,44100.02868,0,6678291,7,7.3
44102,0.007777778,44102.02084,44102.02866,0,6678291,2,7.3
44102,0.007800926,44102.02084,44102.02866,0,13819716,2,6.3
44103,0.007708333,44103.02084,44103.02858,0,6678291,3,7.3
44103,0.007777778,44103.02084,44103.02865,0,13819716,3,6.3
44104,0.0078125,44104.02083,44104.02868,0,6678291,4,7.3
44104,0.0078125,44104.02083,44104.02868,0,13819716,4,6.3
44105,0.007847222,44105.02084,44105.0287,0,6678291,5,7.3
44105,0.007835648,44105.02084,44105.02873,0,13819716,5,6.3
44106,0.007743056,44106.02083,44106.0286,0,6678291,6,7.3
44106,0.007789352,44106.02083,44106.02868,0,13819716,6,6.3
44107,0.007858796,44107.02084,44107.02876,0,6678291,7,7.3
44107,0.007905093,44107.02084,44107.02876,0,13819716,7,6.3
44108,0.007939815,44108.02084,44108.02882,0,6678291,1,7.3
44108,0.007939815,44108.02084,44108.02882,0,13819716,1,6.3
44109,0.007858796,44109.02084,44109.02873,0,6678291,2,7.3
44109,0.007824074,44109.02084,44109.02872,0,13819716,2,6.3
44110,0.007719907,44110.02084,44110.02859,0,6678291,3,7.3
44110,0.007650463,44110.02084,44110.02852,0,13819716,3,6.3
44111,0.007847222,44111.02084,44111.02874,0,6678291,4,7.3
44111,0.007858796,44111.02084,44111.02873,0,13819716,4,6.3
44112,0.007777778,44112.02084,44112.02866,0,13819716,5,6.3
